Order Date,Sales
19-06-2014,0
20-06-2014,1828.9496
21-06-2014,4107.443
22-06-2014,1975.498
23-06-2014,109.496
24-06-2014,4.272
25-06-2014,792.76
26-06-2014,0
27-06-2014,616.14
28-06-2014,1645.791
29-06-2014,46.68
30-06-2014,739.624
01-07-2014,87.158
02-07-2014,180.32
03-07-2014,1561.062
04-07-2014,1021.17
05-07-2014,1091.35
06-07-2014,281.397
07-07-2014,241.194
08-07-2014,0
09-07-2014,3523.875
10-07-2014,237.36
11-07-2014,1449.142
12-07-2014,548.4
13-07-2014,351.216
14-07-2014,292.594
15-07-2014,9.51
16-07-2014,0
17-07-2014,0
18-07-2014,273.04
19-07-2014,461.326
20-07-2014,2285.786
21-07-2014,1961.482
22-07-2014,1348.344
23-07-2014,2613.184
24-07-2014,0
25-07-2014,8341.29
26-07-2014,5039.994
27-07-2014,580.06
28-07-2014,193.152
29-07-2014,0
30-07-2014,1367.84
31-07-2014,0
01-08-2014,0
02-08-2014,14.56
03-08-2014,0
04-08-2014,1958.75
05-08-2014,1799.97
06-08-2014,2501.264
07-08-2014,763.074
08-08-2014,3955.629
09-08-2014,14228.428
10-08-2014,147.392
11-08-2014,333.576
12-08-2014,1095.12
13-08-2014,0
14-08-2014,0
15-08-2014,842.782
16-08-2014,853.092
17-08-2014,500.342
18-08-2014,0
19-08-2014,1439.106
20-08-2014,1838.722
21-08-2014,0
22-08-2014,23.104
23-08-2014,565.224
24-08-2014,59.74
25-08-2014,1451.65
26-08-2014,366.81
27-08-2014,2070.13
28-08-2014,0
29-08-2014,832.3225
30-08-2014,121.24
31-08-2014,92.52
01-09-2014,40.544
02-09-2014,0
03-09-2014,0
04-09-2014,0
05-09-2014,394.48
06-09-2014,5463.008
07-09-2014,265.521
08-09-2014,3605.685
09-09-2014,4043.588
10-09-2014,249.36
11-09-2014,1574.094
12-09-2014,1522.652
13-09-2014,1275.408
14-09-2014,5023.716
15-09-2014,133.436
16-09-2014,33.552
17-09-2014,820.523
18-09-2014,0
19-09-2014,9338.637
20-09-2014,5335.968
21-09-2014,2679.652
22-09-2014,1240.266
23-09-2014,10662.337
24-09-2014,211.96
25-09-2014,354.8888
26-09-2014,1480.614
27-09-2014,773.44
28-09-2014,490.292
29-09-2014,8109.07
30-09-2014,987.532
01-10-2014,54.83
02-10-2014,0
03-10-2014,741.956
04-10-2014,0
05-10-2014,2343.799
06-10-2014,491.55
07-10-2014,0
08-10-2014,0
09-10-2014,1855.228
10-10-2014,2049.386
11-10-2014,2002.556
12-10-2014,573.336
13-10-2014,2212.182
14-10-2014,4525.484
15-10-2014,206.724
16-10-2014,194.322
17-10-2014,136.068
18-10-2014,3134.916
19-10-2014,641.104
20-10-2014,1501.104
21-10-2014,1356.602
22-10-2014,223.808
23-10-2014,0
24-10-2014,56.49
25-10-2014,103.882
26-10-2014,447.88
27-10-2014,22.32
28-10-2014,1510.582
29-10-2014,2813.812
30-10-2014,0
31-10-2014,5362.026
01-11-2014,9.94
02-11-2014,2043.4
03-11-2014,918.314
04-11-2014,1915.24
05-11-2014,1642.802
06-11-2014,0
07-11-2014,2187.206
08-11-2014,451.62
09-11-2014,127.95
10-11-2014,1381.164
11-11-2014,8114.548
12-11-2014,0
13-11-2014,0
14-11-2014,1034.73
15-11-2014,1780.822
16-11-2014,1355.9285
17-11-2014,11544.274
18-11-2014,3406.855
19-11-2014,7226.086
20-11-2014,907.56
21-11-2014,1249.622
22-11-2014,1103.298
23-11-2014,1363.28
24-11-2014,5578.606
25-11-2014,4415.695
26-11-2014,1705.99
27-11-2014,203.66
28-11-2014,2280.83
29-11-2014,649.044
30-11-2014,219.154
01-12-2014,0
02-12-2014,129.568
03-12-2014,0
04-12-2014,1912.123
05-12-2014,734.846
06-12-2014,0
07-12-2014,1960.012
08-12-2014,1832.38
09-12-2014,4904.66
10-12-2014,58.53
11-12-2014,1054.7612
12-12-2014,4938.4045
13-12-2014,293.152
14-12-2014,7641.658
15-12-2014,1264.466
16-12-2014,4394.187
17-12-2014,45.534
18-12-2014,0
19-12-2014,3436.76
20-12-2014,6962.44
21-12-2014,1933.44
22-12-2014,798.968
23-12-2014,942.108
24-12-2014,1950.202
25-12-2014,0
26-12-2014,2041.414
27-12-2014,2966.388
28-12-2014,3732.296
29-12-2014,2072.096
30-12-2014,2172.651
31-12-2014,5253.27
01-01-2015,0
02-01-2015,0
03-01-2015,1642.1744
04-01-2015,0
05-01-2015,450.94
06-01-2015,834.198
07-01-2015,0
08-01-2015,1011.696
09-01-2015,2367.564
10-01-2015,1158.414
11-01-2015,3106.106
12-01-2015,7130.594
13-01-2015,622.278
14-01-2015,0
15-01-2015,0
16-01-2015,0
17-01-2015,350.384
18-01-2015,0
19-01-2015,301.742
20-01-2015,0
21-01-2015,0
22-01-2015,0
23-01-2015,43.66
24-01-2015,13.12
25-01-2015,0
26-01-2015,182.72
27-01-2015,3573.252
28-01-2015,4297.644
29-01-2015,0
30-01-2015,2161.64
31-01-2015,99.26
01-02-2015,1932.096
02-02-2015,0
03-02-2015,899.57
04-02-2015,299.22
05-02-2015,167.232
06-02-2015,0
07-02-2015,1631.902
08-02-2015,1290.478
09-02-2015,0
10-02-2015,1269.266
11-02-2015,5528.551
12-02-2015,0
13-02-2015,0
14-02-2015,1079.962
15-02-2015,1602.38
16-02-2015,160.43
17-02-2015,0
18-02-2015,105.844
19-02-2015,0
20-02-2015,316.78
21-02-2015,2591.1
22-02-2015,79.36
23-02-2015,37.776
24-02-2015,0
25-02-2015,25.87
26-02-2015,0
27-02-2015,1159.271
28-02-2015,551.264
01-03-2015,1768.2216
02-03-2015,492.836
03-03-2015,0
04-03-2015,0
05-03-2015,2198.76
06-03-2015,0
07-03-2015,823.982
08-03-2015,0
09-03-2015,1874.898
10-03-2015,275.218
11-03-2015,2800.846
12-03-2015,1972.645
13-03-2015,1384.856
14-03-2015,707.9
15-03-2015,16.776
16-03-2015,7230.21
17-03-2015,48.84
18-03-2015,0
19-03-2015,5652.9396
20-03-2015,1548.194
21-03-2015,1270.379
22-03-2015,2481.424
23-03-2015,633.302
24-03-2015,412.95
25-03-2015,0
26-03-2015,4623.37
27-03-2015,83.7
28-03-2015,243.344
29-03-2015,1559.08
30-03-2015,571.224
31-03-2015,200.716
01-04-2015,264.46
02-04-2015,0
03-04-2015,0
04-04-2015,1484.598
05-04-2015,1121.362
06-04-2015,1192.31
07-04-2015,1138.288
08-04-2015,0
09-04-2015,1071.284
10-04-2015,505.58
11-04-2015,0
12-04-2015,5185.814
13-04-2015,3192.678
14-04-2015,35.208
15-04-2015,0
16-04-2015,4161.972
17-04-2015,2745.106
18-04-2015,2006.96
19-04-2015,329.96
20-04-2015,1194.726
21-04-2015,893.09
22-04-2015,152.916
23-04-2015,0
24-04-2015,25.99
25-04-2015,920.946
26-04-2015,2090.1055
27-04-2015,2719.59
28-04-2015,4044.362
29-04-2015,7.968
30-04-2015,1571.695
01-05-2015,295.272
02-05-2015,0
03-05-2015,1969.267
04-05-2015,2974.058
05-05-2015,0
06-05-2015,1533.198
07-05-2015,121.646
08-05-2015,72.65
09-05-2015,934.103
10-05-2015,851.092
11-05-2015,834.874
12-05-2015,897.322
13-05-2015,238.384
14-05-2015,3141.1995
15-05-2015,69.908
16-05-2015,255.968
17-05-2015,134.468
18-05-2015,10.86
19-05-2015,0
20-05-2015,169.544
21-05-2015,72.332
22-05-2015,3862.098
23-05-2015,1304.956
24-05-2015,610.307
25-05-2015,1739.418
26-05-2015,982.564
27-05-2015,0
28-05-2015,794.146
29-05-2015,1204.842
30-05-2015,681.1
31-05-2015,5178.138
01-06-2015,31.538
02-06-2015,2432.544
03-06-2015,1555.244
04-06-2015,140.004
05-06-2015,0
06-06-2015,0
07-06-2015,1379.812
08-06-2015,494.8692
09-06-2015,1005.654
10-06-2015,0
11-06-2015,11.481
12-06-2015,6061.502
13-06-2015,1128.898
14-06-2015,51.072
15-06-2015,734.144
16-06-2015,3443.904
17-06-2015,0
18-06-2015,1883.087
19-06-2015,446.346
20-06-2015,829.544
21-06-2015,107.976
22-06-2015,2018.953
23-06-2015,836.958
24-06-2015,0
25-06-2015,857.08
26-06-2015,1592.196
27-06-2015,0
28-06-2015,1386.466
29-06-2015,432.926
30-06-2015,0
01-07-2015,0
02-07-2015,324.11
03-07-2015,807.54
04-07-2015,907.436
05-07-2015,305.622
06-07-2015,59.768
07-07-2015,0
08-07-2015,968.206
09-07-2015,2922.667
10-07-2015,0
11-07-2015,3073.073
12-07-2015,1338.298
13-07-2015,2033.256
14-07-2015,860.916
15-07-2015,0
16-07-2015,3029.386
17-07-2015,448.082
18-07-2015,672.418
19-07-2015,2.025
20-07-2015,2693.168
21-07-2015,0
22-07-2015,0
23-07-2015,208.272
24-07-2015,525.95
25-07-2015,2395.024
26-07-2015,969.225
27-07-2015,29.97
28-07-2015,0
29-07-2015,0
30-07-2015,443.802
31-07-2015,3712.162
01-08-2015,0
02-08-2015,129.092
03-08-2015,2563.296
04-08-2015,0
05-08-2015,3981.968
06-08-2015,1083.112
07-08-2015,21.12
08-08-2015,840.102
09-08-2015,89.64
10-08-2015,222.12
11-08-2015,12196.997
12-08-2015,2672.728
13-08-2015,586.896
14-08-2015,0
15-08-2015,497.59
16-08-2015,3378.932
17-08-2015,381.64
18-08-2015,0
19-08-2015,0
20-08-2015,0
21-08-2015,2827.52
22-08-2015,66.632
23-08-2015,1202.278
24-08-2015,7194.775
25-08-2015,178.526
26-08-2015,0
27-08-2015,639.974
28-08-2015,6491.293
29-08-2015,246.5
30-08-2015,0
31-08-2015,2601.797
01-09-2015,364.07
02-09-2015,785.552
03-09-2015,478.008
04-09-2015,757.992
05-09-2015,48.81
06-09-2015,797.116
07-09-2015,1587.114
08-09-2015,4878.392
09-09-2015,0
10-09-2015,2133.535
11-09-2015,4620.292
12-09-2015,34.02
13-09-2015,3445.772
14-09-2015,3262.42
15-09-2015,2535.85
16-09-2015,31.12
17-09-2015,11525.006
18-09-2015,3924.32
19-09-2015,500.38
20-09-2015,1836.052
21-09-2015,6982.058
22-09-2015,1783.504
23-09-2015,0
24-09-2015,4220.594
25-09-2015,3033.757
26-09-2015,3722.273
27-09-2015,2382.958
28-09-2015,1058.364
29-09-2015,0
30-09-2015,0
01-10-2015,1018.104
02-10-2015,77.24
03-10-2015,90.932
04-10-2015,169.542
05-10-2015,154.442
06-10-2015,0
07-10-2015,43.286
08-10-2015,851.474
09-10-2015,1415.726
10-10-2015,2248.194
11-10-2015,3536.904
12-10-2015,3080.38
13-10-2015,371.66
14-10-2015,0
15-10-2015,3219.554
16-10-2015,824.97
17-10-2015,77.88
18-10-2015,378.494
19-10-2015,2135.09
20-10-2015,720.086
21-10-2015,0
22-10-2015,15.128
23-10-2015,2262.296
24-10-2015,831.145
25-10-2015,1425.412
26-10-2015,1395.333
27-10-2015,0
28-10-2015,104.51
29-10-2015,244.24
30-10-2015,2122.044
31-10-2015,3211.009
01-11-2015,0
02-11-2015,0
03-11-2015,0
04-11-2015,1328.346
05-11-2015,191.968
06-11-2015,3373.564
07-11-2015,1941.952
08-11-2015,196.112
09-11-2015,1962.13
10-11-2015,1011.8955
11-11-2015,542.178
12-11-2015,1590.894
13-11-2015,3591.0772
14-11-2015,2512.71
15-11-2015,702.17
16-11-2015,4072.334
17-11-2015,3885.986
18-11-2015,0
19-11-2015,1040.784
20-11-2015,2861.15
21-11-2015,3613.5748
22-11-2015,614.499
23-11-2015,3450.188
24-11-2015,1218.764
25-11-2015,13.12
26-11-2015,1484.082
27-11-2015,3109.7835
28-11-2015,1864.482
29-11-2015,2760.168
30-11-2015,1798.397
01-12-2015,854.614
02-12-2015,0
03-12-2015,51.016
04-12-2015,40.74
05-12-2015,1060.35
06-12-2015,174.476
07-12-2015,2052.567
08-12-2015,0
09-12-2015,707.824
10-12-2015,2390.758
11-12-2015,1127.992
12-12-2015,1448.854
13-12-2015,1023.386
14-12-2015,858.304
15-12-2015,5494.796
16-12-2015,4.98
17-12-2015,1918.492
18-12-2015,935.288
19-12-2015,6120.656
20-12-2015,1107.464
21-12-2015,3257.76
22-12-2015,473.313
23-12-2015,194.32
24-12-2015,7484.566
25-12-2015,4204.968
26-12-2015,561.486
27-12-2015,5148.4472
28-12-2015,79.2
29-12-2015,6.36
30-12-2015,3251.34
31-12-2015,1381.344
01-01-2016,0
02-01-2016,161.97
03-01-2016,6285.806
04-01-2016,2161.48
05-01-2016,517.866
06-01-2016,0
07-01-2016,1724.376
08-01-2016,1124.648
09-01-2016,5766.152
10-01-2016,781.414
11-01-2016,453.374
12-01-2016,7365.455
13-01-2016,0
14-01-2016,405.344
15-01-2016,701.923
16-01-2016,102.218
17-01-2016,1040.55
18-01-2016,0
19-01-2016,0
20-01-2016,0
21-01-2016,1167.056
22-01-2016,917.63
23-01-2016,1732.3
24-01-2016,31.36
25-01-2016,858.712
26-01-2016,0
27-01-2016,0
28-01-2016,39.68
29-01-2016,0
30-01-2016,3107.316
31-01-2016,1601.554
01-02-2016,405.92
02-02-2016,8996.784
03-02-2016,0
04-02-2016,1454.9
05-02-2016,1098.136
06-02-2016,157.844
07-02-2016,772.786
08-02-2016,482.584
09-02-2016,6792.193
10-02-2016,18452.972
11-02-2016,0
12-02-2016,4684.616
13-02-2016,146.82
14-02-2016,837.921
15-02-2016,407.072
16-02-2016,1135.638
17-02-2016,0
18-02-2016,0
19-02-2016,392.66
20-02-2016,16.496
21-02-2016,1524.126
22-02-2016,983.17
23-02-2016,57.576
24-02-2016,0
25-02-2016,46.72
26-02-2016,0
27-02-2016,243.892
28-02-2016,36.48
29-02-2016,111.104
01-03-2016,2095.83
02-03-2016,866.4
03-03-2016,7264.422
04-03-2016,441.198
05-03-2016,1099.013
06-03-2016,71.088
07-03-2016,847.7
08-03-2016,248.82
09-03-2016,2365.596
10-03-2016,1680.696
11-03-2016,3802.796
12-03-2016,5269.816
13-03-2016,8866.882
14-03-2016,669.368
15-03-2016,2356.808
16-03-2016,0
17-03-2016,2360.334
18-03-2016,1061.682
19-03-2016,138.68
20-03-2016,928.311
21-03-2016,645.706
22-03-2016,226.468
23-03-2016,0
24-03-2016,745.774
25-03-2016,1346.97
26-03-2016,682.246
27-03-2016,92.7
28-03-2016,125.3
29-03-2016,2659.339
30-03-2016,11.34
31-03-2016,640.762
01-04-2016,1069.22
02-04-2016,197.868
03-04-2016,315.45
04-04-2016,970.194
05-04-2016,0
06-04-2016,2316.523
07-04-2016,1651.301
08-04-2016,497.91
09-04-2016,4532.042
10-04-2016,5912.782
11-04-2016,3888.818
12-04-2016,944.286
13-04-2016,6.12
14-04-2016,1466.572
15-04-2016,2201.856
16-04-2016,9335.086
17-04-2016,421.085
18-04-2016,2514.538
19-04-2016,1414.132
20-04-2016,0
21-04-2016,271.616
22-04-2016,1765.465
23-04-2016,720.368
24-04-2016,1607.1
25-04-2016,108.42
26-04-2016,434.646
27-04-2016,0
28-04-2016,486.672
29-04-2016,0
30-04-2016,142.208
01-05-2016,255.904
02-05-2016,2994.476
03-05-2016,162.344
04-05-2016,1046.334
05-05-2016,2701.28
06-05-2016,659.82
07-05-2016,0
08-05-2016,197.05
09-05-2016,5226.348
10-05-2016,0
11-05-2016,4266.8988
12-05-2016,5267.004
13-05-2016,0
14-05-2016,455.93
15-05-2016,648.912
16-05-2016,880.46
17-05-2016,346.922
18-05-2016,122.22
19-05-2016,1582.008
20-05-2016,2471.913
21-05-2016,2718.214
22-05-2016,1799.2
23-05-2016,10560.978
24-05-2016,277.756
25-05-2016,1311.97
26-05-2016,1975.356
27-05-2016,5305.078
28-05-2016,2137.324
29-05-2016,1063.185
30-05-2016,8090.578
31-05-2016,438.859
01-06-2016,0
02-06-2016,132.224
03-06-2016,811.303
04-06-2016,1294.75
05-06-2016,236.96
06-06-2016,6026.312
07-06-2016,0
08-06-2016,320.388
09-06-2016,1313.536
10-06-2016,830.4
11-06-2016,773.256
12-06-2016,3878.276
13-06-2016,430.438
14-06-2016,3457.099
15-06-2016,173.488
16-06-2016,147.275
17-06-2016,3000.92
18-06-2016,541.938
19-06-2016,17.12
20-06-2016,1229.548
21-06-2016,577.108
22-06-2016,0
23-06-2016,2475.094
24-06-2016,5310.952
25-06-2016,893.266
26-06-2016,1919.6
27-06-2016,778.706
28-06-2016,877.156
29-06-2016,191.88
30-06-2016,1352.95
01-07-2016,83.576
02-07-2016,762.142
03-07-2016,21.072
04-07-2016,1970.574
05-07-2016,4835.976
06-07-2016,51.562
07-07-2016,3882.231
08-07-2016,179.97
09-07-2016,0
10-07-2016,973.712
11-07-2016,3810.464
12-07-2016,0
13-07-2016,0
14-07-2016,2149.96
15-07-2016,380.2
16-07-2016,910.17
17-07-2016,2184.88
18-07-2016,2891.858
19-07-2016,1536.454
20-07-2016,89.95
21-07-2016,991.095
22-07-2016,1368.048
23-07-2016,654.587
24-07-2016,326.964
25-07-2016,5920.488
26-07-2016,0
27-07-2016,0
28-07-2016,2033.374
29-07-2016,819.154
30-07-2016,1770.776
31-07-2016,2174.158
01-08-2016,1859.158
02-08-2016,1369.476
03-08-2016,2190.81
04-08-2016,2906.404
05-08-2016,1340.244
06-08-2016,0
07-08-2016,2616.512
08-08-2016,1115.204
09-08-2016,4493.9836
10-08-2016,561.536
11-08-2016,993.9
12-08-2016,4709.095
13-08-2016,731.524
14-08-2016,923.688
15-08-2016,1680.266
16-08-2016,204.54
17-08-2016,15.712
18-08-2016,496.114
19-08-2016,448.792
20-08-2016,14.78
21-08-2016,4798.292
22-08-2016,405.35
23-08-2016,4187.348
24-08-2016,0
25-08-2016,0
26-08-2016,4874.298
27-08-2016,767.911
28-08-2016,322.0248
29-08-2016,632.188
30-08-2016,1656.87
31-08-2016,23.968
01-09-2016,743.046
02-09-2016,121.83
03-09-2016,635.6
04-09-2016,1115.197
05-09-2016,1283.512
06-09-2016,1688.472
07-09-2016,573.286
08-09-2016,661.354
09-09-2016,84.992
10-09-2016,546.92
11-09-2016,479.97
12-09-2016,1855.483
13-09-2016,2374.73
14-09-2016,1137.338
15-09-2016,2101.182
16-09-2016,425.886
17-09-2016,2043.126
18-09-2016,4751.082
19-09-2016,3839.312
20-09-2016,1232.004
21-09-2016,0
22-09-2016,615.57
23-09-2016,1322.145
24-09-2016,2286.05
25-09-2016,3443.091
26-09-2016,2698.1665
27-09-2016,1992.9858
28-09-2016,99.136
29-09-2016,1307.792
30-09-2016,525.884
01-10-2016,174.75
02-10-2016,0
03-10-2016,7879.734
04-10-2016,950.594
05-10-2016,763.02
06-10-2016,1412.396
07-10-2016,895.895
08-10-2016,0
09-10-2016,2094.324
10-10-2016,282.753
11-10-2016,4723.478
12-10-2016,3459.71
13-10-2016,1650.618
14-10-2016,3335.888
15-10-2016,1620.15
16-10-2016,142.182
17-10-2016,2953.346
18-10-2016,307.92
19-10-2016,0
20-10-2016,946.174
21-10-2016,7951.592
22-10-2016,188.28
23-10-2016,467.422
24-10-2016,1365.498
25-10-2016,783.96
26-10-2016,0
27-10-2016,978.79
28-10-2016,2899.021
29-10-2016,131.154
30-10-2016,159.002
31-10-2016,3750.499
01-11-2016,149.444
02-11-2016,69.93
03-11-2016,896.022
04-11-2016,0
05-11-2016,5.98
06-11-2016,1623.416
07-11-2016,0
08-11-2016,151.82
09-11-2016,6501.586
10-11-2016,33.064
11-11-2016,4944.296
12-11-2016,6102.25
13-11-2016,2945.138
14-11-2016,2774.062
15-11-2016,2145.718
16-11-2016,36.72
17-11-2016,142.684
18-11-2016,3958.932
19-11-2016,638.462
20-11-2016,3070.333
21-11-2016,1176.891
22-11-2016,317.044
23-11-2016,100.616
24-11-2016,6394.538
25-11-2016,7978.551
26-11-2016,8329.743
27-11-2016,1651.239
28-11-2016,3428.372
29-11-2016,300.592
30-11-2016,970.142
01-12-2016,0
02-12-2016,1366.04
03-12-2016,1694.642
04-12-2016,1542.53
05-12-2016,918.878
06-12-2016,2962.563
07-12-2016,95.76
08-12-2016,3951.9605
09-12-2016,2043.792
10-12-2016,0
11-12-2016,4914.938
12-12-2016,1981.115
13-12-2016,1194.088
14-12-2016,828.654
15-12-2016,2637.087
16-12-2016,628.542
17-12-2016,12185.134
18-12-2016,7051.35
19-12-2016,815.112
20-12-2016,134.54
21-12-2016,0
22-12-2016,1043.128
23-12-2016,6965.857
24-12-2016,1938.26
25-12-2016,10488.055
26-12-2016,1829.418
27-12-2016,959.49
28-12-2016,0
29-12-2016,1277.68
30-12-2016,773.774
31-12-2016,731.768
01-01-2017,1481.828
02-01-2017,0
03-01-2017,0
04-01-2017,5972.988
05-01-2017,4108.37
06-01-2017,5058.362
07-01-2017,639.83
08-01-2017,2085.65
09-01-2017,1261.81
10-01-2017,2978.466
11-01-2017,2921.43
12-01-2017,5331.178
13-01-2017,4619.33
14-01-2017,1056.038
15-01-2017,2140.28
16-01-2017,6230.292
17-01-2017,0
18-01-2017,0
19-01-2017,2013.715
20-01-2017,767.838
21-01-2017,2546.643
22-01-2017,4212.372
23-01-2017,450.334
24-01-2017,418.666
25-01-2017,0
26-01-2017,3055.28
27-01-2017,331.914
28-01-2017,1007.52
29-01-2017,294.842
30-01-2017,3749.335
31-01-2017,0
01-02-2017,2079.554
02-02-2017,913.354
03-02-2017,1450.126
04-02-2017,822.97
05-02-2017,399.11
06-02-2017,135.706
07-02-2017,169.192
08-02-2017,0
09-02-2017,9354.854
10-02-2017,5418.022
11-02-2017,6294.386
12-02-2017,9951.182
13-02-2017,1058.43
14-02-2017,0
15-02-2017,0
16-02-2017,1337.442
17-02-2017,2964.8174
18-02-2017,287.326
19-02-2017,1314.59
20-02-2017,1150.29
21-02-2017,47.904
22-02-2017,0
23-02-2017,117.8
24-02-2017,1448.676
25-02-2017,430.492
26-02-2017,2559.47
27-02-2017,0
28-02-2017,17.62
01-03-2017,2070.272
02-03-2017,922.327
03-03-2017,2000.104
04-03-2017,32.528
05-03-2017,1386.346
06-03-2017,2952.036
07-03-2017,6963.404
08-03-2017,531.348
09-03-2017,1595.849
10-03-2017,2504.48
11-03-2017,4536.937
12-03-2017,1403.842
13-03-2017,4791.35
14-03-2017,49.616
15-03-2017,0
16-03-2017,2014.381
17-03-2017,542.746
18-03-2017,1027.758
19-03-2017,2166.248
20-03-2017,899.568
21-03-2017,3332.636
22-03-2017,0
23-03-2017,14816.068
24-03-2017,1257.298
25-03-2017,3567.026
26-03-2017,3252.88
27-03-2017,2933.516
28-03-2017,1504.702
29-03-2017,81.4
30-03-2017,656.407
31-03-2017,4981.0108
01-04-2017,0
02-04-2017,32.67
03-04-2017,228.822
04-04-2017,808.47
05-04-2017,1146.245
06-04-2017,279.414
07-04-2017,0
08-04-2017,20.07
09-04-2017,5360.202
10-04-2017,19.98
11-04-2017,10668.096
12-04-2017,2639.638
13-04-2017,1345.824
14-04-2017,652.93
15-04-2017,332.338
16-04-2017,944.429
17-04-2017,3431.459
18-04-2017,0
19-04-2017,0
20-04-2017,2033.24
21-04-2017,1254.564
22-04-2017,947.692
23-04-2017,1199.222
24-04-2017,928.558
25-04-2017,678.113
26-04-2017,61.608
27-04-2017,576.5756
28-04-2017,795.296
29-04-2017,1053.26
30-04-2017,1390.126
01-05-2017,0
02-05-2017,2263.012
03-05-2017,1240.02
04-05-2017,0
05-05-2017,185.123
06-05-2017,491.112
07-05-2017,476.354
08-05-2017,503.676
09-05-2017,327.044
10-05-2017,6684.616
11-05-2017,2355.064
12-05-2017,1453.136
13-05-2017,3066.378
14-05-2017,4182.062
15-05-2017,421.264
16-05-2017,221.024
17-05-2017,0
18-05-2017,1830.508
19-05-2017,4919.182
20-05-2017,2997.578
21-05-2017,538.02
22-05-2017,336.562
23-05-2017,241.436
24-05-2017,0
25-05-2017,886.026
26-05-2017,270.24
27-05-2017,2084.908
28-05-2017,1480.103
29-05-2017,691.108
30-05-2017,736.8904
31-05-2017,0
01-06-2017,33.74
02-06-2017,904.354
03-06-2017,778.236
04-06-2017,114.42
05-06-2017,3183.3698
06-06-2017,31.35
07-06-2017,380.378
08-06-2017,1424.026
09-06-2017,0
10-06-2017,1499.652
