Order Date,Sales
02-07-2014,115.36
02-07-2014,64.96
03-07-2014,20.65
03-07-2014,436.704
03-07-2014,481.568
03-07-2014,204.9
03-07-2014,242.94
03-07-2014,17.94
03-07-2014,48.712
03-07-2014,107.648
04-07-2014,8.96
04-07-2014,200.97
04-07-2014,58.32
04-07-2014,122.97
04-07-2014,629.95
05-07-2014,872.32
05-07-2014,16.14
05-07-2014,194.25
05-07-2014,8.64
06-07-2014,268.935
06-07-2014,12.462
07-07-2014,69.008
07-07-2014,172.186
09-07-2014,821.88
09-07-2014,21.864
09-07-2014,83.92
09-07-2014,42.368
09-07-2014,104.85
09-07-2014,27.36
09-07-2014,20.56
09-07-2014,399.54
09-07-2014,377.97
09-07-2014,196.776
09-07-2014,161.96
09-07-2014,2.92
09-07-2014,200.795
09-07-2014,19.86
09-07-2014,12.96
09-07-2014,42.81
09-07-2014,57.69
09-07-2014,32.382
09-07-2014,64.784
09-07-2014,32.06
09-07-2014,429.9
09-07-2014,13.16
09-07-2014,3.828
09-07-2014,304.99
09-07-2014,46.688
10-07-2014,129.92
10-07-2014,107.44
11-07-2014,1.476
11-07-2014,683.144
11-07-2014,123.144
11-07-2014,22.58
11-07-2014,12.39
11-07-2014,245.88
11-07-2014,40.712
11-07-2014,30.18
11-07-2014,26.046
11-07-2014,36.63
11-07-2014,25.92
11-07-2014,120.768
11-07-2014,5.92
11-07-2014,74.352
12-07-2014,105.52
12-07-2014,8.64
12-07-2014,164.88
12-07-2014,269.36
13-07-2014,351.216
14-07-2014,55.92
14-07-2014,13.494
14-07-2014,23.988
14-07-2014,29.932
14-07-2014,31.984
14-07-2014,38.272
14-07-2014,17.94
14-07-2014,39.48
14-07-2014,41.584
15-07-2014,2.97
15-07-2014,6.54
18-07-2014,259.136
18-07-2014,13.904
19-07-2014,6.096
19-07-2014,20.88
19-07-2014,359.98
19-07-2014,3.81
19-07-2014,70.56
20-07-2014,535.41
20-07-2014,13.12
20-07-2014,11.96
20-07-2014,27.36
20-07-2014,19.92
20-07-2014,8.704
20-07-2014,41.94
20-07-2014,104.85
20-07-2014,342.864
20-07-2014,25.984
20-07-2014,22.83
20-07-2014,981.372
20-07-2014,89.712
20-07-2014,16.74
20-07-2014,43.02
21-07-2014,35.98
21-07-2014,99.2
21-07-2014,1.044
21-07-2014,657.93
21-07-2014,87.92
21-07-2014,272.848
21-07-2014,801.568
21-07-2014,4.992
22-07-2014,5.96
22-07-2014,159.98
22-07-2014,19.68
22-07-2014,26.632
22-07-2014,717.72
22-07-2014,170.352
22-07-2014,11.52
22-07-2014,236.5
23-07-2014,40.7
23-07-2014,45
23-07-2014,302.376
23-07-2014,9.24
23-07-2014,99.98
23-07-2014,8.16
23-07-2014,479.04
23-07-2014,604.752
23-07-2014,1023.936
25-07-2014,6.48
25-07-2014,15.52
25-07-2014,53.72
25-07-2014,8187.65
25-07-2014,77.92
26-07-2014,4.836
26-07-2014,2177.584
26-07-2014,111.93
26-07-2014,8.88
26-07-2014,123.552
26-07-2014,431.136
26-07-2014,170.97
26-07-2014,911.984
26-07-2014,16.784
26-07-2014,17.496
26-07-2014,25.71
26-07-2014,134.01
26-07-2014,67.88
26-07-2014,674.352
26-07-2014,162.89
27-07-2014,276.28
27-07-2014,238
27-07-2014,65.78
28-07-2014,14.32
28-07-2014,48.944
28-07-2014,129.888
30-07-2014,1367.84
02-08-2014,14.56
04-08-2014,172.11
04-08-2014,99.592
04-08-2014,49.792
04-08-2014,399.96
04-08-2014,2.368
04-08-2014,1215.92
04-08-2014,19.008
05-08-2014,1799.97
06-08-2014,68.48
06-08-2014,1676.88
06-08-2014,585.552
06-08-2014,170.352
07-08-2014,63.882
07-08-2014,196.704
07-08-2014,502.488
08-08-2014,423.28
08-08-2014,167.535
08-08-2014,53.88
08-08-2014,445.96
08-08-2014,76.12
08-08-2014,95.976
08-08-2014,1199.976
08-08-2014,121.376
08-08-2014,299.98
08-08-2014,549.99
08-08-2014,155.456
08-08-2014,38.34
08-08-2014,327.76
09-08-2014,56.65
09-08-2014,16.78
09-08-2014,8159.952
09-08-2014,172.764
09-08-2014,143.976
09-08-2014,9.936
09-08-2014,3.52
09-08-2014,32.064
09-08-2014,1740.06
09-08-2014,275.928
09-08-2014,51.184
09-08-2014,209.97
09-08-2014,32.97
09-08-2014,177.98
09-08-2014,17.904
09-08-2014,4.02
09-08-2014,14.97
09-08-2014,966.7
09-08-2014,182.112
09-08-2014,5.88
09-08-2014,8.608
09-08-2014,303.84
09-08-2014,45
09-08-2014,49.98
09-08-2014,83.88
09-08-2014,975.92
09-08-2014,485.88
10-08-2014,23.472
10-08-2014,123.92
11-08-2014,333.576
12-08-2014,27.888
12-08-2014,603.92
12-08-2014,6.456
12-08-2014,52.68
12-08-2014,39.072
12-08-2014,60.416
12-08-2014,79.44
12-08-2014,11.52
12-08-2014,39.88
12-08-2014,45.68
12-08-2014,103.92
12-08-2014,10.368
12-08-2014,13.88
15-08-2014,17.856
15-08-2014,152.91
15-08-2014,91.36
15-08-2014,152.24
15-08-2014,46.44
15-08-2014,62.94
15-08-2014,195.136
15-08-2014,92.94
15-08-2014,30.96
16-08-2014,853.092
17-08-2014,12.67
17-08-2014,15.552
17-08-2014,114.2
17-08-2014,339.96
17-08-2014,17.96
19-08-2014,638.82
19-08-2014,10.72
19-08-2014,9.184
19-08-2014,76.776
19-08-2014,69.456
19-08-2014,289.24
19-08-2014,344.91
20-08-2014,500.24
20-08-2014,896.99
20-08-2014,20.12
20-08-2014,421.372
22-08-2014,3.912
22-08-2014,11.56
22-08-2014,7.632
23-08-2014,4.224
23-08-2014,19.44
23-08-2014,6.8
23-08-2014,15.552
23-08-2014,25.92
23-08-2014,49.568
23-08-2014,223.056
23-08-2014,143.64
23-08-2014,31.104
23-08-2014,45.92
24-08-2014,25.5
24-08-2014,12.672
24-08-2014,8.288
24-08-2014,13.28
25-08-2014,48.84
25-08-2014,25.68
25-08-2014,4.72
25-08-2014,25.92
25-08-2014,6.528
25-08-2014,2.862
25-08-2014,20.856
25-08-2014,6.28
25-08-2014,1007.944
25-08-2014,23.976
25-08-2014,130.464
25-08-2014,12.384
25-08-2014,40.096
25-08-2014,95.1
26-08-2014,10.68
26-08-2014,3.38
26-08-2014,17.34
26-08-2014,176.8
26-08-2014,149.97
26-08-2014,8.64
27-08-2014,13.36
27-08-2014,8.56
27-08-2014,213.48
27-08-2014,22.72
27-08-2014,579.95
27-08-2014,29.12
27-08-2014,1202.94
29-08-2014,13.36
29-08-2014,505.176
29-08-2014,29.808
29-08-2014,174.0585
29-08-2014,109.92
30-08-2014,95.94
30-08-2014,25.3
31-08-2014,92.52
01-09-2014,31.2
01-09-2014,9.344
05-09-2014,83.25
05-09-2014,45.36
05-09-2014,9.45
05-09-2014,67.8
05-09-2014,20.65
05-09-2014,167.97
06-09-2014,1706.184
06-09-2014,7.28
06-09-2014,1441.3
06-09-2014,48.86
06-09-2014,18.504
06-09-2014,37.4
06-09-2014,79.14
06-09-2014,907.152
06-09-2014,18.06
06-09-2014,7.36
06-09-2014,70.368
06-09-2014,23.1
06-09-2014,63.984
06-09-2014,7.992
06-09-2014,911.424
06-09-2014,114.9
07-09-2014,41.904
07-09-2014,5.56
07-09-2014,14.304
07-09-2014,23.92
07-09-2014,32.4
07-09-2014,119.833
07-09-2014,2.88
07-09-2014,10.368
07-09-2014,14.352
08-09-2014,20.88
08-09-2014,2060.744
08-09-2014,219.168
08-09-2014,178.384
08-09-2014,15.552
08-09-2014,4.464
08-09-2014,9.345
08-09-2014,5.98
08-09-2014,1091.168
09-09-2014,1299.99
09-09-2014,60.672
09-09-2014,135.516
09-09-2014,15.552
09-09-2014,166.44
09-09-2014,103.6
09-09-2014,1325.85
09-09-2014,10.896
09-09-2014,64.704
09-09-2014,785.88
09-09-2014,26.2
09-09-2014,17.472
09-09-2014,30.816
10-09-2014,15.992
10-09-2014,144.6
10-09-2014,88.768
11-09-2014,703.968
11-09-2014,222.666
11-09-2014,340.92
11-09-2014,62.65
11-09-2014,94.85
11-09-2014,92.52
11-09-2014,56.52
12-09-2014,100.704
12-09-2014,34.68
12-09-2014,10.688
12-09-2014,20.388
12-09-2014,8.448
12-09-2014,30.672
12-09-2014,1079.976
12-09-2014,237.096
13-09-2014,199.98
13-09-2014,252
13-09-2014,18.648
13-09-2014,144.96
13-09-2014,5.7
13-09-2014,79.4
13-09-2014,118
13-09-2014,2.502
13-09-2014,14.19
13-09-2014,7.3
13-09-2014,22.66
13-09-2014,5.46
13-09-2014,15.552
13-09-2014,48.94
13-09-2014,340.116
14-09-2014,20.16
14-09-2014,464.292
14-09-2014,13
14-09-2014,449.15
14-09-2014,8.552
14-09-2014,44.82
14-09-2014,52.448
14-09-2014,6.048
14-09-2014,11.07
14-09-2014,7.16
14-09-2014,16.99
14-09-2014,6.848
14-09-2014,68.46
14-09-2014,2799.96
14-09-2014,142.4
14-09-2014,9.96
14-09-2014,287.97
14-09-2014,13.128
14-09-2014,601.3
15-09-2014,103.936
15-09-2014,14.56
15-09-2014,14.94
16-09-2014,33.552
17-09-2014,5.248
17-09-2014,5.892
17-09-2014,57.93
17-09-2014,35.34
17-09-2014,148.704
17-09-2014,29.925
17-09-2014,137.24
17-09-2014,182.94
17-09-2014,47.984
17-09-2014,4.624
17-09-2014,38.256
17-09-2014,55.92
17-09-2014,40.24
17-09-2014,30.28
19-09-2014,3059.982
19-09-2014,92.52
19-09-2014,7.16
19-09-2014,2519.958
19-09-2014,73.915
19-09-2014,5.67
19-09-2014,2624.985
19-09-2014,67.344
19-09-2014,887.103
20-09-2014,164.22
20-09-2014,20.232
20-09-2014,617.7
20-09-2014,8.56
20-09-2014,11.12
20-09-2014,362.94
20-09-2014,493.43
20-09-2014,1349.91
20-09-2014,2.816
20-09-2014,629.95
20-09-2014,43.92
20-09-2014,801.568
20-09-2014,9.96
20-09-2014,631.782
20-09-2014,75.18
20-09-2014,21.72
20-09-2014,59.98
20-09-2014,30.98
21-09-2014,239.984
21-09-2014,11.352
21-09-2014,20.808
21-09-2014,246.384
21-09-2014,8.544
21-09-2014,6.57
21-09-2014,38.52
21-09-2014,19.35
21-09-2014,78.35
21-09-2014,36.27
21-09-2014,6.48
21-09-2014,1799.97
21-09-2014,25.96
21-09-2014,66.03
21-09-2014,59.52
21-09-2014,15.56
22-09-2014,579.528
22-09-2014,13.04
22-09-2014,3.984
